model	translation	source	text	reference
Online-Z.1629	"NGOs and aid organizations now point out that they can't exactly know who's coming on the ships. ′′ We can't scan who people are. They come without passports "", Neugebauer said. Torture is one of the main reasons why people flee Libya. It is therefore quite likely that perpetrators are also on the ships. ′′ It is therefore very important that this is followed up ""."	heute.at.40420	"NGO und Hilfsorganisationen weisen jetzt darauf hin, dass sie nicht genau wissen können, wer auf die Schiffe kommt. ""Wir können nicht scannen, wer die Leute sind. Die kommen ohne Pässe"", sagte Neugebauer. Folter sei einer der Hauptgründe, warum die Menschen aus Libyen fliehen. Es sei daher durchaus wahrscheinlich, dass sich auch Täter auf den Schiffen befinden. ""Es ist daher sehr wichtig, dass dem nachgegangen wird""."	"NGOs and aid organizations are now indicating that they are unable to know precisely who boards the ships. ""We cannot scan to see who the people are. They come without passports,"" said Neugebauer. Torture is one of the main reasons that people flee Libya, he added, so it is very probable that perpetrators are also on the ships. ""It is therefore very important that we keep track of this""."
Online-Z.1629	Italy's right-wing ex-Interior Minister Matteo Salvini immediately called for an apology from Rackete, who is still under investigation in Italy for aid to illegal immigration.	heute.at.40420	Italiens rechter Ex-Innenminister Matteo Salvini forderte von Rackete, gegen die in Italien wegen Beihilfe zu illegaler Einwanderung noch ermittelt wird, umgehend eine Entschuldigung.	Italy's conservative former Minister of the Interior, Matteo Salvini, called for Rackete, who is still under investigation in Italy for aiding and abetting illegal immigration, to make an immediate apology.
Online-Z.1629	Musk strives for delivery record at Tesla	lz.de.13141	Musk strebt Auslieferungsrekord bei Tesla an	Musk seeks delivery record for Tesla
Online-Z.1629	Tesla boss Elon Musk has given his electric car company a strong boost on the stock market with the prospect of new record numbers.	lz.de.13141	Tesla-Chef Elon Musk hat seinem Elektroautokonzern mit der Aussicht auf neue Rekordzahlen kräftig Auftrieb an der Börse gegeben.	Tesla boss Elon Musk has given his electric car company a strong boost on the stock market with the prospect of new record numbers.
Online-Z.1629	"′′ We have the chance to reach our first quarter with 100.000 deliveries "", Musk wrote in an email to Tesla staff published by the industry blog ′′ Electrek "","	lz.de.13141	"""Wir haben die Chance, unser erstes Quartal mit 100.000 Auslieferungen zu erreichen"", schrieb Musk in einer vom Branchenblog ""Electrek"" veröffentlichten E-Mail an Tesla-Mitarbeiter."	"""We have the opportunity to reach 100,000 deliveries in our first quarter,"" Musk wrote in an email to Tesla employees published by industry blog Electrek."
Online-Z.1629	Demand is strong, so Tesla could record orders in 110.000, Musk's circular said. The challenge is to get the cars to the clientele quickly. To do so, Tesla has to offer as many resources as possible at the end of the quarter.	lz.de.13141	Die Nachfrage sei stark, so dass Tesla 110.000 Bestellungen verbuchen könnte, hieß es in Musks Rundschreiben weiter. Die Herausforderung sei, die Autos zügig an die Kundschaft zu bringen. Dazu müsse Tesla zum Quartalsende so viele Ressourcen wie möglich aufbieten.	Demand is so strong that Tesla was able to record 110,000 orders, according to Musk's newsletter. The challenge is getting the cars to customers quickly. To do so, Tesla had to mobilize as many resources as possible at quarter-end.
Online-Z.1629	Investors liked this: Tesla's shares went out of trading with a plus of over six percent. The course hasn't gained this strong in almost four months. In the second quarter, Tesla had delivered over 95.000 cars and thus achieved its best so far.	lz.de.13141	Anlegern gefiel das: Teslas Aktien gingen mit einem Plus von über sechs Prozent aus dem Handel. So stark hat der Kurs seit fast vier Monaten nicht mehr zugelegt. Im zweiten Quartal hatte Tesla gut 95.000 Autos ausgeliefert und damit seinen bisherigen Bestwert erreicht.	Investors liked this: Tesla shares closed the day with a gain of over six percent. The price has not increased so much in almost four months. In the second quarter, Tesla delivered around 95,000 cars and hit its best value to date.
Online-Z.1629	Musk needs records to reach his high goals. In 2019 he wants to deliver a total of 360.000 to 400.000 cars. This requires six figures in the current and next quarter. Especially the cheapest Tesla Model 3 is in demand, but here the profit margins are low. Despite the boom, there were last losses.	lz.de.13141	Musk braucht Rekorde, um seine hohen Ziele zu erreichen. 2019 will er insgesamt 360.000 bis 400.000 Wagen ausliefern. Dafür müssen im laufenden und kommenden Vierteljahr sechsstellige Zahlen her. Vor allem der günstigste Tesla Model 3 ist gefragt, doch hier sind die Gewinnspannen gering. Trotz des Booms gab es zuletzt Verluste.	Musk needs records to achieve his ambitious goals. In 2019, he wants to deliver a total of 360,000 to 400,000 cars. The company would have to hit six-digit figures in the current and upcoming quarter to do so. The less expensive Tesla Model 3 is in particular demand, but its profit margins are low. There have been losses recently despite the boom.
Online-Z.1629	US budget dispute: again just bridge financing	nzz.ch.56875	US-Budgetstreit: Erneut nur eine Brückenfinanzierung	US Budget Dispute: Once More, Only Bridge Financing
Online-Z.1629	The new fiscal year will begin in the US on October 1. without a proper budget. The Senate followed the House of Representatives on Thursday and has decided transitional funding by November 21.	nzz.ch.56875	Das neue Haushaltsjahr wird in den USA am 1. Oktober ohne ein ordentliches Budget beginnen. Der Senat ist am Donnerstag dem Repräsentantenhaus gefolgt und hat eine Übergangsfinanzierung bis am 21. November beschlossen.	The USA's new financial year will begin on October 1 without a proper budget. On Thursday, the Senate followed the House of Representatives and ratified temporary financing until November 21.
Online-Z.1629	Although American Congress and President Donald Trump agreed in August on an increase in spending ceilings for the 2020 and 2021 financial years, the United States is once again there without spending plans before the new fiscal year commencing October 1. The Senate followed the House of Representatives on Thursday and has decided on a continuous resolution (CR) until November 21. Without such a decision, there would have been a shutdown on Monday at midnight, a partial closure of the federal administration. President Trump has yet to put the decision into effect.	nzz.ch.56875	Obwohl sich der amerikanische Kongress und Präsident Donald Trump im August auf eine Erhöhung der Ausgabenobergrenzen für die Haushaltsjahre 2020 und 2021 geeinigt haben, stehen die Vereinigten Staaten vor dem am 1. Oktober beginnenden neuen Fiskaljahr einmal mehr ohne Ausgabenpläne da. Der Senat ist am Donnerstag dem Repräsentantenhaus gefolgt und hat eine Übergangsfinanzierung (Continuing Resolution, CR) bis am 21. November beschlossen. Ohne einen solchen Beschluss wäre es am Montag um Mitternacht zu einem Shutdown gekommen, einer Teilschliessung der Bundesverwaltung. Präsident Trump muss den Beschluss noch in Kraft setzen.	Although the American Congress and President Donald Trump agreed in August to raise the expenditure ceiling for financial years 2020 and 2021, the United States is once more facing the new fiscal year, which begins on October 1, without a spending plan. On Thursday, the Senate followed the House of Representatives and ratified temporary financing (Continuing Resolution, CR) until November 21. Without such a decision, a shutdown (a partial closure of the federal administration) would have occurred on Monday at midnight. President Trump still has to set the decision into effect.
Online-Z.1629	Shutdown averted	nzz.ch.56875	Shutdown abgewendet	Shutdown Averted
Online-Z.1629	For the time being, the federal administration is now financed at the level and in line with the priorities of the spending plans for the financial year 2019, which ends on Monday. This because Congress couldn't agree on the 12 spending laws in time that allocate the funds to the different departments and authorities. For the time being, the Federal Administration cannot therefore go beyond the 1,3 bio for the new financial year. on 1,4 organic. Benefit from expanded spending frameworks.	nzz.ch.56875	Vorläufig wird nun die Bundesverwaltung auf dem Niveau und gemäss den Prioritäten der Ausgabenpläne für das am Montag zu Ende gehende Haushaltsjahr 2019 finanziert. Dies, weil sich der Kongress nicht rechtzeitig auf die 12 Ausgabengesetze hat einigen können, die den verschiedenen Departementen und Behörden die Mittel zuweisen. Die Bundesverwaltung kann deshalb vorerst nicht von dem für das neue Haushaltsjahr von 1,3 Bio. auf 1,4 Bio. $ erweiterten Ausgabenrahmen profitieren.	The federal administration will now be temporarily financed on the level of, and according to, the priorities of the spending plans for the financial year 2019, which ends on Monday. This is because Congress was unable to agree in time on the 12 spending bills that allocate the funds to the various departments and government agencies. For the time being, therefore, the federal government cannot profit from the spending framework, which has been expanded from 1.3 billion to 1.4 billion.
Online-Z.1629	The Democrats have completed ten of the twelve laws in the House of Representatives where they have the majority. Spending laws reflect Democrat s' priorities, which have little chance in the Republican-dominated Senate. Conversely, the Senate also has ten of the twelve spending plans more or less ready, which are hardly capable of majority voting.	nzz.ch.56875	Die Demokraten haben im Repräsentantenhaus, wo sie die Mehrheit haben, zehn der zwölf Gesetze fertiggestellt. Die Ausgabengesetze reflektieren aber Prioritäten der Demokraten, die im von den Republikanern dominierten Senat kaum Chancen haben. Umgekehrt hat der Senat ebenfalls zehn der zwölf Ausgabenpläne mehr oder weniger bereit, die kaum mehrheitsfähig sind.	The Democrats in the House of Representatives, where they hold the majority, have completed ten of the twelve bills. The spending bills reflect the Democrats' priorities, however, which have little chance in the Republican-dominated Senate. Vice versa, the Senate has also more or less prepared ten of the twelve spending plans, which will hardly be able to receive a majority of votes.
Online-Z.1629	The spirits are mostly divorced on the issue of resource allocation for domestic security and border security. In the Senate, Republicans are apparently trying, 12 billion. Forcing $ for wall construction, one of President Trump's great priorities. Democrats are disturbing the wall building plans and their funding, which is actually intended for other military buildings and projects. The dispute over the construction of the wall had escalated as early as December 2018 and had led to a 35-day shutdown.	nzz.ch.56875	Die Geister scheiden sich vor allem am Thema Ressourcenzuteilung für den Bereich Inlandsicherheit und Grenzsicherung. Im Senat versuchen die Republikaner offenbar, 12 Mrd. $ für den Mauerbau zu erzwingen, eine der grossen Prioritäten von Präsident Trump. Die Demokraten stören sich an den Mauerbauplänen und an deren Finanzierung, die eigentlich für andere militärische Bauten und Projekte vorgesehen ist. Der Streit über den Mauerbau war bereits im Dezember 2018 eskaliert und hatte zu einem 35-tägigen Shutdown geführt.	Opinions differ most sharply on allocating resources for domestic security and border security. In the Senate, the Republicans are obviously attempting to force an allocation of twelve billion dollars to build the wall: one of President Trump's biggest priorities. The Democrats oppose the plans to construct the wall, as well as its financing, which is actually earmarked for other military buildings and projects. The dispute over the building of the wall had already escalated in December of 2018 and led to a 35-day showdown.
Online-Z.1629	The spirits are divorced at the brick construction	nzz.ch.56875	Am Mauerbau scheiden sich die Geister	Opinions Differ on Building the Wall
Online-Z.1629	It is unclear at the moment how the parties want to get closer on this issue. More likely than an agreement on all twelve spending laws in the next seven weeks is an extension of transitional financing beyond November 21. Even a shutdown is not ruled out.	nzz.ch.56875	Derzeit ist unklar, wie sich die Parteien in dieser Frage näherkommen wollen. Wahrscheinlicher als eine Einigung auf alle zwölf Ausgabengesetze in den kommenden sieben Wochen ist eine Verlängerung der Übergangsfinanzierung über den 21. November hinaus. Auch ein Shutdown ist dannzumal nicht ausgeschlossen.	It's currently unclear how the parties will come together on this issue. An extension of the transition financing past November 21 is more probable than an agreement on all twelve spending bills in the coming seven weeks. And a shutdown at that time is not out of the question.
Online-Z.1629	Against the backdrop of Congress's ongoing inability to agree on the twelve spending laws in a timely manner, and the associated risk of shutdown, ideas for automating the process are gaining popularity. Submission S. 1877 to avoid shutdowns, the federal administration's funding would automatically continue at the previous year's level, stop the travel activities of parliamentarians and withhold their wages until the new annual spending plans were made.	nzz.ch.56875	Vor dem Hintergrund der anhaltenden Unfähigkeit des Kongresses, sich rechtzeitig auf die zwölf Ausgabengesetze zu einigen, und der damit einhergehenden Gefahr eines Shutdown gewinnen Ideen zur Automatisierung des Prozesses an Popularität. Vorlage S. 1877 zur Vermeidung von Shutdowns würde die Finanzierung der Bundesverwaltung jeweils automatisch auf dem Vorjahresniveau weiterführen, die Reisetätigkeit der Parlamentarier unterbinden und deren Löhne zurückhalten, bis die neuen jährlichen Ausgabenpläne vorlägen.	Since Congress still cannot agree on the twelve spending bills in time, which risks a shutdown, ideas for automating the process are gaining in popularity. Bill S.1877—Prevent Government Shutdowns Act of 2019 would automatically continue the financing of the federal administration at the level of the previous year, prevent travel activities from the members of Congress, and withhold their wages until the new annual spending plans were submitted.
Online-Z.1629	France allows artificial insemination for lesbians and singles	spiegel.103218	Frankreich erlaubt künstliche Befruchtung für Lesben und Singles	France permits artificial insemination of lesbians and singles
Online-Z.1629	In France, artificial insemination will also be open to women and lesbians living alone in the future: the Paris National Assembly voted by a large majority in favour of a government bill under which all women can claim in vitro fertilization. This should increase the demand for anonymous sperm donations significantly.	spiegel.103218	In Frankreich soll die künstliche Befruchtung künftig auch alleinlebenden Frauen und Lesben offenstehen: Die Pariser Nationalversammlung stimmte mit großer Mehrheit für eine Gesetzesvorlage der Regierung, nach der alle Frauen eine In-Vitro-Befruchtung in Anspruch nehmen können. Damit dürfte die Nachfrage nach anonymen Samenspenden deutlich zunehmen.	In France artificial insemination is intended to be usable by single women and lesbians in future. The Paris National Assembly voted by a large majority for a government bill that would allow all women to benefit from in vitro fertilization. This means the demand for anonymous sperm donors is expected to increase noticeably.
Online-Z.1629	The submission still needs the Senate approval. In the three-day emotional debate, critics in the right-wing camp warned that numerous ′′ children without a father ′′ could grow up in the future. The French Bishop s' Conference is also against innovation.	spiegel.103218	"Die Vorlage bedarf noch der Zustimmung des Senats. In der dreitägigen emotionalen Debatte hatten Kritiker im rechten Lager davor gewarnt, dass in Zukunft zahlreiche ""Kinder ohne Vater"" aufwachsen könnten. Auch die französische Bischofskonferenz ist gegen die Neuerung."	"The submission still requires the Senate's approval. In the emotional debate lasting three days, right-wing critics had warned that in future countless ""fatherless children"" would be raised. The French Bishops Conference has also objected to this innovation."
Online-Z.1629	The new regulation is the core part of a bioethics law defending Minister of Health Agnès Buzyn as an ′′ opportunity ′′ for society. It depicts the modern family where there are children with only one parent or homosexual parents. According to their idea, the costs of artificial fertilization for all women will be borne by social security.	spiegel.103218	"Die Neuregelung ist der Kernbestandteil eines Bioethik-Gesetzes, das Gesundheitsministerin Agnès Buzyn als ""Chance"" für die Gesellschaft verteidigte. Es bilde die moderne Familie ab, in der es Kinder mit nur einem Elternteil oder mit homosexuellen Eltern gebe. Nach ihrer Vorstellung sollen die Kosten für künstliche Befruchtungen für alle Frauen von der Sozialversicherung getragen werden."	"The new regulation is part of a bioethics law that Health Minister Agnès Buzyn defended as a ""chance"" for society. It models the modern family as it only gives children to single or homosexual parents. According to them, the costs for artificial insemination for all women are to be covered by social security."
Online-Z.1629	Fertilization with sperm from dead husband further prohibited	spiegel.103218	Befruchtung mit Sperma von totem Ehemann weiter verboten	Insemination with sperm of deceased husband continues to be forbidden
Online-Z.1629	"By a close majority, the National Assembly rejected an amendment intended to give widows access to their dead husband's sperm for artificial insemination. In Belgium, Spain and the UK, artificial insemination is allowed ′′ post-mortem ′′ There have been cases in Germany in the past where women complained in vain for the release of a deceased sperm. The opponents of the advance in Paris argued that such a child then carries a ′′ particularly severe fate ""."	spiegel.103218	"Mit knapper Mehrheit wies die Nationalversammlung dagegen einen Änderungsantrag zurück, der Witwen für eine künstliche Befruchtung Zugang zum Sperma ihres toten Mannes geben sollte. In Belgien, Spanien und Großbritannien ist die künstliche Befruchtung ""post-mortem"" erlaubt. In Deutschland gab es in der Vergangenheit Fälle, in der Frauen vergeblich auf die Herausgabe des Spermas eines Verstorbenen klagten. Die Gegner des Vorstoßes in Paris argumentierten, ein so gezeugtes Kind trage dann ein ""besonders schweres Schicksal""."	"The National Assembly, on the other hand, rejected an application for amendment permitting widows to have access to their dead husband's sperm for the purposes of artificial insemination. In Belgium, Spain and Great Britain ""post-mortem"" artificial insemination is allowed. In Germany there have been cases in the past where women complained in vain about not having access to the sperm of the deceased. The opponents of this infringement argued that a child conceived in this way would bear a ""particularly heavy fate."""
Online-Z.1629	Numerous members of the governing party La République en Marche (The Republic on the Move, LREM) of President Emmanuel Macron and opposition members spoke out in favour of artificial insemination with the sperm of the late partner. They stressed that a widow would be given a ′′ double grief ′′ if her husband's death would also leave her desire for children unfulfilled.	spiegel.103218	"Zahlreiche Abgeordnete der Regierungspartei La République en Marche (Die Republik in Bewegung, LREM) von Präsident Emmanuel Macron und Abgeordneten der Opposition hatten sich dagegen für die künstliche Befruchtung mit dem Sperma des verstorbenen Partners ausgesprochen. Sie betonten, einer Witwe werde eine ""doppelte Trauer"" auferlegt, wenn durch den Tod ihres Mannes auch noch ihr Kinderwunsch unerfüllt bliebe."	"Numerous members of the ruling party La République en Marche (The Republic on the Move, LREM) belonging to President Emmanuel Macron and deputies of the opposition party had, on the other hand, spoken out in favor of artificial insemination with sperm of a deceased spouse. They emphasized a widow would be bearing the ""double bereavement"" if the death of her husband meant her wish for a child would remain unfulfilled."
Online-Z.1629	The initiators of the now failed amendment consider it unfair that a widow can in future be fertilized with the sperm of an unknown person, but not with that of her own partner.	spiegel.103218	Die Initiatoren des nun gescheiterten Änderungsantrags halten es für ungerecht, dass sich eine Witwe künftig zwar mit dem Sperma eines Unbekannten befruchten lassen kann, aber nicht mit dem ihres eigenen Partners.	The initiators of the now failed amendment consider it unfair that in future a widow can have herself inseminated with the sperm of an unknown person, but not with that of her own partner.
Online-Z.1629	So far, artificial fertilization is only allowed in France heterosexual couples who cannot bear children. They must be married or live together for at least two years. Buzyn had already announced in the summer that surrogacy would remain banned.	spiegel.103218	Bisher ist die künstliche Befruchtung in Frankreich nur heterosexuellen Paaren erlaubt, die keine Kinder zeugen können. Sie müssen verheiratet sein oder mindestens zwei Jahre zusammenleben. Buzyn hatte bereits im Sommer angekündigt, dass die Leihmutterschaft weiter verboten bleibe.	Until now artificial insemination in France has only been allowed for heterosexual partners, who cannot have children. They must be married or have lived together for at least two years. Buzyn had already announced in summer, that surrogacy continued to be unlawful.
Online-Z.1629	In Germany, artificial insemination is theoretically open to all women - it is still often difficult for single or lesbian couples.	spiegel.103218	In Deutschland steht die künstliche Befruchtung theoretisch allen Frauen offen - für Alleinstehende oder lesbische Paare ist es dennoch häufig schwierig.	In Germany artificial insemination is in theory available to all women, but for singles and lesbian couples this continues to be a problem.
Online-Z.1629	Climate compensation: Calling for flight levy for universities is getting louder	stuttgarter-zeitung.de.36999	Ausgleichszahlung fürs Klima: Rufe nach Flugabgabe für Unis werden lauter	Compensation payment for climate: Calls for university drop-offs are getting more pronounced.
Online-Z.1629	There's a lot of flying at the universities. That's why the country wants to have a climate levy paid there in the future. Rectors say they don't have money for it. But now they are also under pressure internally.	stuttgarter-zeitung.de.36999	An den Hochschulen wird viel geflogen. Deshalb will das Land künftig auch dort eine Klimaabgabe abführen lassen. Die Rektoren sagen, sie hätten kein Geld dafür. Doch nun geraten sie auch intern unter Druck.	There is a lot of flying at university. This has prompted the country to take steps to apply a climate tax there, too. The principals say they do not have money for this. But now they are coming under pressure internally as well.
Online-Z.1629	The universities should also limit themselves when flying. Photo: dpa / Julian Stratenschulte	stuttgarter-zeitung.de.36999	Auch die Hochschulen sollen sich beim Fliegen beschränken. Foto: dpa/Julian Stratenschulte	Universities are to be included in limiting their use of flying. Photo: dpa/Julian Stratenschulte
Online-Z.1629	The discussion on climate levy on flights from universities and universities postponed before the summer break is back in the mood. After the state rector s' conference had sceptical responses to a corresponding advance from the green-black coalition, the plans are now receiving support from universities. In a joint statement, the PhD students from six universities in Baden-Württemberg and one Pedagogical University plead for a compensation of service flights. This was the first step ′′ urgently needed ′′ and at the same time there must be a broad debate on the avoidability of flights, says its opinion. Meanwhile, the cabinet decision originally planned in July is still on hold because the CDU has still not approved the presentation of the Greens.	stuttgarter-zeitung.de.36999	"Die vor der Sommerpause vertagte Diskussion über eine Klimaabgabe auf Flüge von Universitäten und Hochschulen kommt wieder in Schwung. Nachdem die Landesrektorenkonferenz skeptisch auf einen entsprechenden Vorstoß aus der grün-schwarzen Koalition reagiert hatte, erhalten die Pläne nun Unterstützung aus den Hochschulen. In einer gemeinsamen Erklärung plädieren die Doktoranden von sechs baden-württembergischen Universitäten und einer Pädagogischen Hochschule für eine Kompensation von Dienstflügen. Diese sei als erster Schritt ""dringend notwendig"", gleichzeitig müsse es eine breite Debatte über die Vermeidbarkeit von Flügen geben, heißt es in ihrer Stellungnahme. Der ursprünglich schon im Juli geplante Kabinettsbeschluss liegt derweil weiter auf Eis, weil die CDU die Vorlage der Grünen immer noch nicht gebilligt hat."	The discussion adjourned before summer holidays about a climate charge on flights used by universities and high schools is back in full swing. After the State Rector's Conference reacted skeptically to a corresponding violation by the green-black coalition, plans are only receiving support from high schools. In a joint statement, doctoral students of six universities from Baden-Württemberg and a teachers' college pledged for compensation for business flights. This first step would be ‘urgently needed', at the same time there should be a wide debate about the avoid-ability of flights, their statement says. The cabinet shut down originally planned in July has been put on ice, because the CDU has not yet approved the submission handed in by the Green Party.
Online-Z.1629	Russia once again arrest North Korean fishermen	dw.97344	Russland nimmt erneut nordkoreanische Fischer fest	Russia re-arrests North Korean fishermen
Online-Z.1629	According to the secret service FSB, the arrested are said to have illegally fished in Russian waters. Ten days earlier, 161 fishermen from North Korea were arrested. Back then there was a gunshot between the border guards and the boat crew. Three Russians and one North Korean were injured, the fisherman later succumbed to his serious injuries. This time there were no injuries, they said.	dw.97344	Dem Geheimdienst FSB zufolge sollen die Festgenommenen illegal in russischen Gewässern gefischt haben. Zehn Tage zuvor wurden bereits 161 Fischer aus Nordkorea festgenommen. Damals gab es einen Schusswechsel zwischen den Grenzschützern und der Bootsbesatzung. Dabei wurden drei Russen und ein Nordkoreaner verletzt, der Fischer erlag später seinen schweren Verletzungen. Diesmal habe es aber keine Verletzten gegeben, hieß es.	The FSB secret service reports that the detainees had fished unlawfully in Russian waters. Ten days earlier, 161 fishermen from North Korea had been arrested, with an exchange of gunfire between border guards and the boat crew. Three Russians and one North Korean were wounded, the North Korean fisherman later dying from his wounds. But this time there were no injuries, it is reported.
Online-Z.1629	Communist North Korea is suffering from chronic food shortage. The North Korean fishermen were therefore travelling in Russian territorial waters. According to Russia's coastal guard is driving patrols there to protect its marine biological resources.	dw.97344	Das kommunistische Nordkorea leidet unter chronischem Nahrungsmittelmangel. Die nordkoreanischen Fischer waren demnach in russischen Hoheitsgewässern unterwegs. Dort fährt die Küstenwache Russlands nach eigenen Angaben zum Schutz ihrer meeresbiologischen Ressourcen Patrouillen.	Communist North Korea suffers from a chronic food shortage. The North Korean fishermen were in Russian waters for that reason. The Russian coast guard reports that it patrols these waters to protect Russia's maritime biological resources.
Online-Z.1629	30.000 squid seized	dw.97344	30.000 Tintenfische beschlagnahmt	30,000 squid confiscated
Online-Z.1629	During the re-checks, 30.000 squid on the boats were detected and confiscated. In addition, according to three fishing and two motorboats, the data were seized and brought to Nachodka and Posjet near Vladivostok.	dw.97344	Bei den erneuten Kontrollen seien 30.000 Tintenfische auf den Booten entdeckt und beschlagnahmt worden. Außerdem wurden den Angaben nach drei Fischer- und zwei Motorboote beschlagnahmt und nach Nachodka und Posjet bei Wladiwostok gebracht.	During the repeated inspections, 30,000 squid were discovered in the boats and confiscated. Three trawlers and two motor boats are also reported to have been confiscated and taken to Nakhodka and Posyet near Vladivostok.
Online-Z.1629	Russia's fishing authority had not issued fishing licences to the North Koreans this year, even after complaints by local entrepreneurs. According to the media, thousands of North Korea fishermen have been arrested there for a while this year.	dw.97344	Russlands Fischerei-Behörde hatte auch nach Klagen einheimischer Unternehmer in diesem Jahr keine Fanglizenzen an die Nordkoreaner ausgegeben. Tausende Fischer aus Nordkorea sind Medien zufolge in diesem Jahr dort schon zeitweise festgenommen worden.	Following complaints from Russian companies, Russia's fishing authority did not issue any fishing licenses to the North Koreans this year. According to media reports, thousands of fishermen from North Korea have been detained in Russian waters this year.
Online-Z.1629	The head of the association of Russian fishing companies in the Far Eastern Primorje region, Georgi Martynow, also recently complained of severe ecological damage caused by North Korean fishermen. They were fishing with close-mesh synthetic nets banned in Russia. With these, small beings would also be taken out of the sea. In addition, the nets would simply be disposed of in the ocean, where it would take them 200 years to be decomposed.	dw.97344	Der Chef der Vereinigung russischer Fischerei-Unternehmen in der fernöstlichen Region Primorje, Georgi Martynow, beklagte kürzlich auch hohe ökologische Schäden durch die nordkoreanischen Fischer. Sie fischten mit in Russland verbotenen engmaschigen synthetischen Netzen. Mit diesen würden auch kleine Lebewesen aus dem Meer geholt. Zudem würden die Netze einfach im Meer entsorgt, wo sie 200 Jahre bräuchten, um zersetzt zu werden.	Georgy Martynov, president of the Primorye Fisheries Association in the Primorye region in the far east, also complained recently of the extensive environmental damage caused by the North Korean fishermen. They used close-meshed synthetic nets that are banned in Russia. These also remove tiny creatures from the sea. Furthermore, the nets had simply been discarded in the sea, where they would take 200 years to disintegrate.
Online-Z.1629	Only 18.000 left in the future: US cuts asylum cap	n-tv.89652	Künftig nur noch 18.000: USA senken Asyl-Obergrenze ab	No More Than 18,000 in the Future: The USA Lowers its Refugee Cap
Online-Z.1629	"The ′′ most generous nation in history "": Donald Trump, here at a meeting with elected police officials in the White House."	n-tv.89652	"Die ""großzügigste Nation in der Geschichte"": Donald Trump, hier bei einem Treffen mit gewählten Polizeivertretern im Weißen Haus."	"The ""most generous nation in history"": Donald Trump, here at a meeting with an elected police delegation in the White House."
Online-Z.1629	The world's wealthiest country is shutting down against seekers: Foreign Ministry confirms in Washington, the upper limit for refugee s' legal influx is being further lowered. In the future, threatened believers and Iraqis will receive asylum.	n-tv.89652	Das reichste Land der Erde schottet sich gegenüber Schutzsuchenden ab: Wie Außenministerium in Washington bestätigt, wird die Obergrenze für den legalen Zuzug von Flüchtlingen weiter abgesenkt. Künftig sollen vor allem bedrohte Gläubige und Iraker Asyl erhalten.	The richest land on Earth closes itself off to those seeking protection: As confirmed by the US State Department in Washington, the cap for the legal influx of refugees will be reduced further. In the future, primarily threatened believers and Iraqis will receive asylum.
Online-Z.1629	The US government wants to lower the already historically low limit for the acceptance of new refugees again. In the 2020 marketing year, which runs in the United States from October 2019 to September 2020, a maximum of 18.000 people will be allowed into the country, as the US State Department stated. In the almost expired marketing year, the limit is still 30.000 people.	n-tv.89652	Die US-Regierung will die ohnehin schon historisch niedrige Grenze für die Aufnahme neuer Flüchtlinge abermals senken. Im Wirtschaftsjahr 2020, das in den Vereinigten Staaten von Oktober 2019 bis September 2020 läuft, sollen höchstens 18.000 Menschen ins Land gelassen werden, wie das US-Außenministerium erklärte. Im nun schon fast abgelaufenen Wirtschaftsjahr liegt das Limit noch bei 30.000 Menschen.	Once more, the US government wants to reduce the already historically low cap for taking in new refugees. In financial year 2020, which in the United States runs from October 2019 to September 2020, no more than 18,000 people will be allowed into the country, declared the US State Department. In the financial year that is now almost over, the limit still lies at 30,000 people.
Online-Z.1629	President Donald Trump's administration has drastically reduced the willingness to accept protection seekers from all over the world in recent years. Under the predecessor government of Barack Obama, far higher admission limits had applied.	n-tv.89652	Die Regierung von Präsident Donald Trump hat die Aufnahmebereitschaft für Schutzsuchende aus aller Welt in den vergangenen Jahren drastisch gesenkt. Unter der Vorgängerregierung von Barack Obama hatten weitaus höhere Aufnahmegrenzen gegolten.	In recent years, the government of President Donald Trump has drastically lowered receptiveness for those seeking protection from all over the world. Under the previous administration of Barack Obama, far higher admission limits applied.
Online-Z.1629	"The targeted upper limit of 18.000 refugees would be the lowest since the US Refugee Program was introduced in 1980. The State Department nevertheless called the US the ′′ most compassionate and generous nation in history "", a phrase that strongly supports the language use of the reigning US presidents."	n-tv.89652	"Die angepeilte Obergrenze von 18.000 Flüchtlingen wäre die niedrigste seit Einführung des US-Flüchtlingsprogramms im Jahr 1980. Das Außenministerium bezeichnete die USA dennoch als ""erbarmungsvollste und großzügigste Nation in der Geschichte"", eine Formulierung, die stark an den Sprachgebrauch des amtierenden US-Präsidenten erinnert."	"The planned cap of 18,000 refugees would be the lowest since the US refugee program was introduced in 1980. Nevertheless, the State Department designated the USA the ""most compassionate and generous nation in history"": a wording that smacks of the parlance of the current US President."
Online-Z.1629	′′ Responsible handling ′′ of refugees aims to enable refugees to return to their home countries to help reconstruction there, Trump explained. For his hard course in migration politics, he gets a lot of encouragement from supporters, but there is also massive criticism.	n-tv.89652	"Ein ""verantwortungsbewusster Umgang"" mit Flüchtlingen ziele darauf ab, dass die Flüchtlinge in ihre Heimatländer zurückkehren können, um dort beim Wiederaufbau zu helfen, erklärte Trump. Für seinen harten Kurs in der Migrationspolitik bekommt er von Anhängern viel Zuspruch, es gibt aber auch massive Kritik."	"""Dealing responsibly"" with refugees means making it possible for the refugees to return to their home countries to help with reconstruction there, Trump declared. He has received strong support from his adherents for his hard-line immigration policy, but also massive criticism."
